4,57222556
4,57321930
4,57387466
4,60136092
4,61150922
4,94784147
4,94784155
4,96913866
4,106514746
4,106744476
4,106810012
4,108536141
4,108536269
4,108538317
4,108667341
4,124273307
4,124535451
4,126173498
4,137771461
4,137771465
4,137771469
4,137828042
4,139672172
4,139672236
4,139926124
4,139934380
4,141960221
4,141960349
4,141961677
4,156473802
4,171354780
4,175514781
4,204876229
4,204876237
4,206772844
4,292166746
4,309045702
4,310728348
4,310728364
4,310729388
4,310843052
4,310860460
4,310875820
4,310875846
4,310876870
4,311274550
4,311776924
4,311776940
4,311777964
4,311909036
4,312825500
4,312842950
4,312875717
4,312892101
4,312908485
4,312908486
4,312972998
4,316933527
4,316937623
4,316949911
4,316954007
4,316966295
4,316970391
4,317216151
4,317457815
4,317461655
4,317461911
4,317474199
4,317478295
4,325658012
4,325721178
4,328571548
4,329521223
4,330045020
4,330048860
4,330061404
4,330065244
4,344398444
4,344431212
4,345447020
4,345463468
4,346433607
4,346528460
4,350357591
4,350357847
4,350361687
4,350361943
4,350373975
4,350374231
4,350378327
4,350390359
4,350390615
4,350394711
4,350771543
4,350882135
4,350885975
4,350886231
4,350898263
4,350898519
4,350902615
4,365320595
4,374950202
4,375133100
4,377766839
4,377770935
4,377787319
4,378279991
4,378280119
4,378284229
4,381698695
4,381698727
4,381813671
4,381814839
4,381815095
4,381817767
4,381818935
4,381819191
4,381821863
4,381825959
4,381829767
4,381829799
4,381847607
4,381847863
4,381851959
4,381960839
4,381960871
4,382084041
4,382091943
4,382222983
4,382223015
4,382343223
4,382345639
4,382346149
4,382485159
4,394412435
4,394412691
4,394414227
4,405214922
4,405247690
4,406132316
4,406206869
4,406207689
4,406263498
4,407058794
4,407059562
4,407059658
4,407313514
4,407321802
4,407345766
4,407345862
4,407346282
4,407618982
4,408097708
4,408098220
4,408130988
4,409087063
4,409091159
4,409114967
4,409115735
4,409245079
4,409245127
4,409283676
4,409316444
4,409361606
4,409361607
4,409483607
4,409610327
4,409610583
4,409619033
4,409619097
4,409732315
4,409732555
4,409732571
4,409736395
4,409736411
4,409736651
4,409736667
4,413472348
4,413506252
4,413571788
4,417486279
4,417487303
4,417488071
4,417500247
4,417503575
4,417619031
4,417619095
4,417619143
4,417629639
4,417633687
4,424909258
4,439761301
4,442509383
4,442640455
4,442762647
4,442764375
4,442766743
4,442768471
4,442771527
4,442780759
4,442784855
4,442795415
4,442799511
4,442911321
4,443033671
4,443290775
4,443304023
4,443305043
4,451151255
4,451155351
4,451184023
4,451188119
4,475140743
4,475665258
4,475673450
4,475677498
4,475685690
4,506204823
4,507643959
4,507648055
4,507652151
4,507676727
4,508172343
4,508176439
4,511982263
4,512000951
4,512497719
4,512497831
4,516035239
4,516036663
4,516039079
4,516065335
4,558442860
4,558459244
4,558475612
4,558475628
4,558573002
4,558573932
4,558589386
4,558590316
4,558605676
4,558605770
4,558745146
4,559491436
4,559507820
4,559524188
4,559524204
4,559622508
4,559638892
4,560475294
4,560555466
4,560572764
4,560621001
4,560621002
4,560622025
4,560670154
4,560702922
4,564598474
4,564614858
4,568625499
4,568629595
4,568890715
4,568891739
4,569147739
4,569149787
4,569153883
4,580201622
4,594029723
4,594062491
4,594192842
4,594258378
4,596978838
4,598021834
4,600381126
4,600384966
4,600397510
4,600401350
4,605932086
4,611852749
4,611854797
4,611887565
4,611983821
4,611985869
4,612866758
4,612866766
4,613247548
4,613247550
4,625492859
4,625501051
4,625517435
4,626791340
4,630985577
4,631655059
4,631655067
4,633742281
4,633743467
4,634003819
4,634005611
4,635734363
4,635738459
4,643590714
4,645407181
4,645408925
4,645409229
4,655900986
4,655901242
4,655902778
4,665076379
4,672472150
4,672480342
4,672508502
4,672509014
4,672634540
4,673016380
4,673016892
4,673032790
4,673033270
4,674511517
4,674512029
4,674636745
4,674637513
4,674637517
4,674670281
4,674670285
4,675495078
4,675495084
4,675495086
4,675653210
4,675653212
4,675653214
4,675653246
4,675746982
4,675746990
4,675748454
4,675748458
4,675748460
4,675748462
4,675749030
4,675749038
4,675756646
4,675756650
4,675756652
4,675756654
4,675757228
4,675781222
4,675781226
4,675781228
4,675781230
4,675781798
4,675781806
4,675924326
4,675924330
4,675924334
4,676046278
4,676046282
4,676046284
4,676046286
4,676047302
4,676047306
4,676047308
4,676047310
4,676054378
4,676054382
4,676055398
4,676162614
4,676162618
4,676162620
4,676162622
4,676162646
4,676162650
4,676162652
4,676162654
4,676162686
4,676169276
4,676169278
4,676169308
4,676169310
4,676169342
4,676177468
4,676177470
4,676177498
4,676543082
4,676543660
4,676686940
4,676805804
4,676964812
4,677586374
4,677715142
4,677747910
4,677979590
4,678013388
4,678110662
4,678110666
4,678143434
4,678143436
4,678144458
4,678144460
4,678700189
4,678734173
4,678831261
4,680872358
4,680872362
4,681389148
4,681405532
4,682935901
